,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
1141,Moliwene-Chacon-2019-220-168_run-1,,Moliwene,Chacon-2019-220-168_run,tawakadaɽi,tawakadaɽi,t a w a k a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t a w a k a d a r i,a d i k r t w
1142,Mauliene-Chacon-2019-220-168_run-1,,Mauliene,Chacon-2019-220-168_run,tawakakani,tawakakani,t a w a k a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t a w a k a k a n i,a i k n t w
1143,Hohoodene-Chacon-2019-220-168_run-1,,Hohoodene,Chacon-2019-220-168_run,taʐakaˀakɐni,taʐakaˀakɐni,t a ʐ a k aˀ a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t a Z a k a a k a n i,Z a i k n t
1144,Werekena-Chacon-2019-220-168_run-1,,Werekena,Chacon-2019-220-168_run,tipaɾahũ,tipaɾahũ,t i p a ɾ a h ũ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t i p a r a h u*,a h i p r t u*
1145,Name-Chacon-2019-220-37_burn-1,,Name,Chacon-2019-220-37_burn,himaidaketi,himaidaketi,h i m a i d a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m a i d a k e t i,a d e h i k m t
1146,Aha-Chacon-2019-220-37_burn-1,,Aha,Chacon-2019-220-37_burn,imaitakada,imaitakada,i m a i t a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i m a i t a k a d a,a d i k m t
1147,Ehe-Chacon-2019-220-37_burn-1,,Ehe,Chacon-2019-220-37_burn,imaitakaita ~ imaitaːkheti,imaitakaita,i m a i t a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i m a i t a k a i t a,a i k m t
1148,Oho-Chacon-2019-220-37_burn-1,,Oho,Chacon-2019-220-37_burn,imaketi,imaketi,i m a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i m a k e t i,a e i k m t
1149,Werekena-Chacon-2019-220-37_burn-1,,Werekena,Chacon-2019-220-37_burn,maːtahɐ̃,maːtahɐ̃,m aː t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,m a t a h a*,a a* h m t
1150,Tariana-Chacon-2019-220-37_burn-1,,Tariana,Chacon-2019-220-37_burn,nohmaitakanuka,nohmaitakanuka,n o mʰ a i t a k a n u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n o mh~ a i t a k a n u k a,a i k mh~ n o t u
1151,Mauliene-Chacon-2019-220-37_burn-1,,Mauliene,Chacon-2019-220-37_burn,numaitaka,numaitaka,n u m a i t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u m a i t a k a,a i k m n t u
1152,Dzawinai-Chacon-2019-220-37_burn-1,,Dzawinai,Chacon-2019-220-37_burn,queimar,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i m a k a w a,a i k m r w
1153,Kumadene1-Chacon-2019-220-37_burn-1,,Kumadene1,Chacon-2019-220-37_burn,ɽamaka,ɽamaka,ɽ a m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r a m a k a,a k m r
1154,Moliwene-Chacon-2019-220-37_burn-1,,Moliwene,Chacon-2019-220-37_burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i m a k a w a,a i k m r w
1155,Kowaidakenai-Chacon-2019-220-37_burn-1,,Kowaidakenai,Chacon-2019-220-37_burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i m a k a w a,a i k m r w
1156,Kumadene2-Chacon-2019-220-37_burn-1,,Kumadene2,Chacon-2019-220-37_burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i m a k a w a,a i k m r w
1157,Waliperi-Chacon-2019-220-37_burn-1,,Waliperi,Chacon-2019-220-37_burn,ɽimakawa,ɽimakawa,ɽ i m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i m a k a w a,a i k m r w
1158,Hohoodene-Chacon-2019-220-37_burn-1,,Hohoodene,Chacon-2019-220-37_burn,wamhɐ̃jtakɐni,wamhɐ̃jtakɐni,w a mʰ ɐ̃ j t a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,w a mh~ a* y t a k a n i,a a* i k mh~ n t w y
1159,Waliperi-Chacon-2019-220-132_milk-1,,Waliperi,Chacon-2019-220-132_milk,hiniaːʈi,hiniaːʈi,h i n i aː t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i n i a t i,a h i n t
1160,Tariana-Chacon-2019-220-132_milk-1,,Tariana,Chacon-2019-220-132_milk,hinitsia,hinitsia,h i n i ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i n i ts i a,a h i n ts
1161,Werekena-Chacon-2019-220-132_milk-1,,Werekena,Chacon-2019-220-132_milk,ijapɐnɐ,ijapɐnɐ,i j a p ɐ n ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i y a p a n a,a i n p y
1162,Hohoodene-Chacon-2019-220-132_milk-1,,Hohoodene,Chacon-2019-220-132_milk,nuinia,nuinia,n u i n i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u i n i a,a i n u
1163,Mauliene-Chacon-2019-220-132_milk-1,,Mauliene,Chacon-2019-220-132_milk,nuinia,nuinia,n u i n i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u i n i a,a i n u
1164,Kumadene2-Chacon-2019-220-132_milk-1,,Kumadene2,Chacon-2019-220-132_milk,ɽiːnia,ɽiːnia,ɽ iː n i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i n i a,a i n r
1165,Hohoodene-Chacon-2019-220-165_rope-1,,Hohoodene,Chacon-2019-220-165_rope,hinoɽoʈi,hinoɽoʈi,h i n o ɽ o t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i n o r o t i,h i n o r t
1166,Mauliene-Chacon-2019-220-165_rope-1,,Mauliene,Chacon-2019-220-165_rope,hinoɽóʈi,hinoɽóʈi,h i n o ɽ o t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i n o r o t i,h i n o r t
1167,Kowaidakenai-Chacon-2019-220-165_rope-1,,Kowaidakenai,Chacon-2019-220-165_rope,hinuɽuti,hinuɽuti,h i n u ɽ u t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i n u r u t i,h i n r t u
1168,Dzawinai-Chacon-2019-220-165_rope-1,,Dzawinai,Chacon-2019-220-165_rope,hinuʐuti,hinuʐuti,h i n u ʐ u t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i n u Z u t i,Z h i n t u
1169,Tariana-Chacon-2019-220-165_rope-1,,Tariana,Chacon-2019-220-165_rope,ĩhinuɾutsi,ĩhinuɾutsi,ĩ h i n u ɾ u ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i* h i n u r u ts i,h i i* n r ts u
1170,Name-Chacon-2019-220-165_rope-1,,Name,Chacon-2019-220-165_rope,lipaːpi,lipaːpi,l i p aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p a p i,a i l p
1171,Aha-Chacon-2019-220-165_rope-1,,Aha,Chacon-2019-220-165_rope,lipapi,lipapi,l i p a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p a p i,a i l p
1172,Ehe-Chacon-2019-220-165_rope-1,,Ehe,Chacon-2019-220-165_rope,lipapi,lipapi,l i p a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p a p i,a i l p
1173,Oho-Chacon-2019-220-165_rope-1,,Oho,Chacon-2019-220-165_rope,lipapi,lipapi,l i p a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p a p i,a i l p
1174,Werekena-Chacon-2019-220-165_rope-1,,Werekena,Chacon-2019-220-165_rope,nunasi,nunasi,n u n a s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u n a s i,a i n s u
1175,Kumadene2-Chacon-2019-220-165_rope-1,,Kumadene2,Chacon-2019-220-165_rope,nuʐuti,nuʐuti,n u ʐ u t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u Z u t i,Z i n t u
1176,Ehe-Chacon-2019-220-106_hold-1,,Ehe,Chacon-2019-220-106_hold,hipaːkhethi,hipaːkhethi,h i p aː kʰ e tʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a kh~ e th~ i,a e h i kh~ p th~
1177,Aha-Chacon-2019-220-106_hold-1,,Aha,Chacon-2019-220-106_hold,hipakadakaida,hipakadakaida,h i p a k a d a k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a k a d a k a i d a,a d h i k p
1178,Kumadene2-Chacon-2019-220-106_hold-1,,Kumadene2,Chacon-2019-220-106_hold,hĩpakãŋ,hĩpakãŋ,h ĩ p a k ã ŋ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i* p a k a* N,N a a* h i* k p
1179,Name-Chacon-2019-220-106_hold-1,,Name,Chacon-2019-220-106_hold,hipaketi,hipaketi,h i p a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a k e t i,a e h i k p t
1180,Oho-Chacon-2019-220-106_hold-1,,Oho,Chacon-2019-220-106_hold,hipaketi,hipaketi,h i p a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a k e t i,a e h i k p t
1181,Tariana-Chacon-2019-220-106_hold-1,,Tariana,Chacon-2019-220-106_hold,ihetanapeiku,ihetanapeiku,i h e t a n a p e i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i h e t a n a p e i k u,a e h i k n p t u
1182,Moliwene-Chacon-2019-220-106_hold-1,,Moliwene,Chacon-2019-220-106_hold,kipɐni,kipɐni,k i p ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k i p a n i,a i k n p
1183,Mauliene-Chacon-2019-220-106_hold-1,,Mauliene,Chacon-2019-220-106_hold,nuapoaɽhiopani,nuapoaɽhiopani,n u a p o a ɽʰ i o p a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u a p o a rh~ i o p a n i,a i n o p rh~ u
1184,Hohoodene-Chacon-2019-220-106_hold-1,,Hohoodene,Chacon-2019-220-106_hold,nutaʐawatakɐni,nutaʐawatakɐni,n u t a ʐ a w a t a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u t a Z a w a t a k a n i,Z a i k n t u w
1185,Dzawinai-Chacon-2019-220-106_hold-1,,Dzawinai,Chacon-2019-220-106_hold,phipaːni,phipaːni,pʰ i p aː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,ph~ i p a n i,a i n p ph~
1186,Werekena-Chacon-2019-220-106_hold-1,,Werekena,Chacon-2019-220-106_hold,pidakuitahə,pidakuitahə,p i d a k u i t a h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p i d a k u i t a h 3,3 a d h i k p t u
1187,Kowaidakenai-Chacon-2019-220-106_hold-1,,Kowaidakenai,Chacon-2019-220-106_hold,pipitasukani,pipitasukani,p i p i t a s u k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p i p i t a s u k a n i,a i k n p s t u
1188,Aha-Chacon-2019-220-10_sand-1,,Aha,Chacon-2019-220-10_sand,hipaipe,hipaipe,h i p a i p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a i p e,a e h i p
1189,Werekena-Chacon-2019-220-10_sand-1,,Werekena,Chacon-2019-220-10_sand,jatʃinaha,jatʃinaha,j a tʃ i n a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a tS i n a h a,a h i n tS y
1190,Kumadene2-Chacon-2019-220-10_sand-1,,Kumadene2,Chacon-2019-220-10_sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a,a d i k
1191,Name-Chacon-2019-220-10_sand-1,,Name,Chacon-2019-220-10_sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a,a d i k
1192,Oho-Chacon-2019-220-10_sand-1,,Oho,Chacon-2019-220-10_sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a,a d i k
1193,Dzawinai-Chacon-2019-220-10_sand-1,,Dzawinai,Chacon-2019-220-10_sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a,a d i k
1194,Ehe-Chacon-2019-220-10_sand-1,,Ehe,Chacon-2019-220-10_sand,kaidakua,kaidakua,k a i d a k u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a k u a,a d i k u
1195,Kumadene1-Chacon-2019-220-10_sand-1,,Kumadene1,Chacon-2019-220-10_sand,kaidakwa,kaidakwa,k a i d a kʷ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a kw~ a,a d i k kw~
1196,Tariana-Chacon-2019-220-10_sand-1,,Tariana,Chacon-2019-220-10_sand,kaidakwa,kaidakwa,k a i d a kʷ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a kw~ a,a d i k kw~
1197,Kowaidakenai-Chacon-2019-220-10_sand-1,,Kowaidakenai,Chacon-2019-220-10_sand,kaidukoa,kaidukoa,k a i d u k o a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d u k o a,a d i k o u
1198,Moliwene-Chacon-2019-220-10_sand-1,,Moliwene,Chacon-2019-220-10_sand,kajda,kajda,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a y d a,a d k y
1199,Hohoodene-Chacon-2019-220-10_sand-1,,Hohoodene,Chacon-2019-220-10_sand,kajda,kajda,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a y d a,a d k y
1200,Mauliene-Chacon-2019-220-10_sand-1,,Mauliene,Chacon-2019-220-10_sand,kajda,kajda,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a y d a,a d k y
1201,Kumadene1-Chacon-2019-220-10_sand-2,,Kumadene1,Chacon-2019-220-10_sand,kajdakʷɐ,kajdakʷɐ,k a j d a kʷ ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a y d a kw~ a,a d k kw~ y
1202,Waliperi-Chacon-2019-220-10_sand-1,,Waliperi,Chacon-2019-220-10_sand,kajɖa,kajɖa,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a y d a,a d k y
1203,Aha-Chacon-2019-220-192_squeeze-1,,Aha,Chacon-2019-220-192_squeeze,hipakadakaida,hipakadakaida,h i p a k a d a k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a k a d a k a i d a,a d h i k p
1204,Name-Chacon-2019-220-192_squeeze-1,,Name,Chacon-2019-220-192_squeeze,hitaketti,hitaketti,h i t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i t a k e t i,a e h i k t
1205,Ehe-Chacon-2019-220-192_squeeze-1,,Ehe,Chacon-2019-220-192_squeeze,ipatuitakaita ~ ipatuitaːkheti,ipatuitakaita,i p a t u i t a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i p a t u i t a k a i t a,a i k p t u
1206,Tariana-Chacon-2019-220-192_squeeze-1,,Tariana,Chacon-2019-220-192_squeeze,nãninapisanipɛ,nãninapisanipɛ,n ã n i n a p i s a n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n a* n i n a p i s a n i p E,E a a* i n p s
1207,Hohoodene-Chacon-2019-220-192_squeeze-1,,Hohoodene,Chacon-2019-220-192_squeeze,nupatuitakɐni,nupatuitakɐni,n u p a t u i t a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u p a t u i t a k a n i,a i k n p t u
1208,Kumadene2-Chacon-2019-220-192_squeeze-1,,Kumadene2,Chacon-2019-220-192_squeeze,nupatwaitaka,nupatwaitaka,n u p a t w a i t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u p a t w a i t a k a,a i k n p t u w
1209,Werekena-Chacon-2019-220-192_squeeze-1,,Werekena,Chacon-2019-220-192_squeeze,pepɛhə,pepɛhə,p e p ɛ h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e p E h 3,3 E e h p
1210,Mauliene-Chacon-2019-220-192_squeeze-1,,Mauliene,Chacon-2019-220-192_squeeze,ɽiãka,ɽiãka,ɽ i ã k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i a* k a,a a* i k r
1211,Dzawinai-Chacon-2019-220-192_squeeze-1,,Dzawinai,Chacon-2019-220-192_squeeze,taʐe,taʐe,t a ʐ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t a Z e,Z a e t
1212,Kowaidakenai-Chacon-2019-220-192_squeeze-1,,Kowaidakenai,Chacon-2019-220-192_squeeze,teaʐe,teaʐe,t e a ʐ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t e a Z e,Z a e t
1213,Ehe-Chacon-2019-220-172_scratch-1,,Ehe,Chacon-2019-220-172_scratch,hiriaketi,hiriaketi,h i ɾ i a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i r i a k e t i,a e h i k r t
1214,Aha-Chacon-2019-220-172_scratch-1,,Aha,Chacon-2019-220-172_scratch,joːpataːkakadao,joːpataːkakadao,j oː p a t aː k a k a d a o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y o p a t a k a k a d a o,a d k o p t y
1215,Oho-Chacon-2019-220-172_scratch-1,,Oho,Chacon-2019-220-172_scratch,jopatakaketi,jopatakaketi,j o p a t a k a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y o p a t a k a k e t i,a e i k o p t y
1216,Name-Chacon-2019-220-172_scratch-1,,Name,Chacon-2019-220-172_scratch,piwetaketi,piwetaketi,p i w e t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p i w e t a k e t i,a e i k p t w
1217,Kowaidakenai-Chacon-2019-220-221_walk-1,,Kowaidakenai,Chacon-2019-220-221_walk,hitʃiaːka,hitʃiaːka,h i tʃ i aː k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i tS i a k a,a h i k tS
1218,Ehe-Chacon-2019-220-221_walk-1,,Ehe,Chacon-2019-220-221_walk,iːtoketi,iːtoketi,iː t o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i t o k e t i,e i k o t
1219,Tariana-Chacon-2019-220-221_walk-1,,Tariana,Chacon-2019-220-221_walk,nahikanʰi,nahikanʰi,n a h i k a nʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n a h i k a nh~ i,a h i k n nh~
1220,Moliwene-Chacon-2019-220-221_walk-1,,Moliwene,Chacon-2019-220-221_walk,nuáhĩkawa,nuáhĩkawa,n u a h ĩ k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u a h i* k a w a,a h i* k n u w
1221,Dzawinai-Chacon-2019-220-221_walk-1,,Dzawinai,Chacon-2019-220-221_walk,nuanʰika,nuanʰika,n u a nʰ i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u a nh~ i k a,a i k n nh~ u
1222,Mauliene-Chacon-2019-220-221_walk-1,,Mauliene,Chacon-2019-220-221_walk,nuakawa,nuakawa,n u a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u a k a w a,a k n u w
1223,Werekena-Chacon-2019-220-221_walk-1,,Werekena,Chacon-2019-220-221_walk,nutapa,nutapa,n u t a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u t a p a,a n p t u
1224,Name-Chacon-2019-220-221_walk-1,,Name,Chacon-2019-220-221_walk,riakao,riakao,ɾ i a k a o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i a k a o,a i k o r
1225,Kumadene2-Chacon-2019-220-221_walk-1,,Kumadene2,Chacon-2019-220-221_walk,ɽiakawa,ɽiakawa,ɽ i a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i a k a w a,a i k r w
1226,Waliperi-Chacon-2019-220-221_walk-1,,Waliperi,Chacon-2019-220-221_walk,ɽiɐ̃hikawa,ɽiɐ̃hikawa,ɽ i ɐ̃ h i k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i a* h i k a w a,a a* h i k r w
1227,Hohoodene-Chacon-2019-220-221_walk-1,,Hohoodene,Chacon-2019-220-221_walk,waːhĩkawa,waːhĩkawa,w aː h ĩ k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,w a h i* k a w a,a h i* k w
1228,Oho-Chacon-2019-220-221_walk-1,,Oho,Chacon-2019-220-221_walk,jaːkape ~,jaːkape,j aː k a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a k a p e,a e k p y
1229,Aha-Chacon-2019-220-221_walk-1,,Aha,Chacon-2019-220-221_walk,jaːkape ~ jeːmanikada,jaːkape,j aː k a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a k a p e,a e k p y
1230,Ehe-Chacon-2019-220-194_star-1,,Ehe,Chacon-2019-220-194_star,hivishi,hivishi,h i v i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i v i S i,S h i v
1231,Aha-Chacon-2019-220-194_star-1,,Aha,Chacon-2019-220-194_star,hivisrida,hivisrida,h i v i s ɾ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i v i s r i d a,a d h i r s v
1232,Name-Chacon-2019-220-194_star-1,,Name,Chacon-2019-220-194_star,hivisrida,hivisrida,h i v i s ɾ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i v i s r i d a,a d h i r s v
1233,Oho-Chacon-2019-220-194_star-1,,Oho,Chacon-2019-220-194_star,hivisrida,hivisrida,h i v i s ɾ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i v i s r i d a,a d h i r s v
1234,Dzawinai-Chacon-2019-220-194_star-1,,Dzawinai,Chacon-2019-220-194_star,hiwisi,hiwisi,h i w i s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i s i,h i s w
1235,Hohoodene-Chacon-2019-220-194_star-1,,Hohoodene,Chacon-2019-220-194_star,hiwiʃi,hiwiʃi,h i w i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i S i,S h i w
1236,Kowaidakenai-Chacon-2019-220-194_star-1,,Kowaidakenai,Chacon-2019-220-194_star,hiwiʃi,hiwiʃi,h i w i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i S i,S h i w
1237,Waliperi-Chacon-2019-220-194_star-1,,Waliperi,Chacon-2019-220-194_star,hiwiʃi,hiwiʃi,h i w i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i S i,S h i w
1238,Moliwene-Chacon-2019-220-194_star-1,,Moliwene,Chacon-2019-220-194_star,hiwiʃída,hiwiʃída,h i w i ʃ í/i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i S i i d a,S a d h i w
1239,Mauliene-Chacon-2019-220-194_star-1,,Mauliene,Chacon-2019-220-194_star,hiwiʃída,hiwiʃída,h i w i ʃ í/i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i S i i d a,S a d h i w
1240,Kumadene2-Chacon-2019-220-194_star-1,,Kumadene2,Chacon-2019-220-194_star,hiwiʐide,hiwiʐide,h i w i ʐ i d e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i Z i d e,Z d e h i w
1241,Tariana-Chacon-2019-220-194_star-1,,Tariana,Chacon-2019-220-194_star,waɾipɛɾa,waɾipɛɾa,w a ɾ i p ɛ ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,w a r i p E r a,E a i p r w
1242,Kumadene1-Chacon-2019-220-194_star-1,,Kumadene1,Chacon-2019-220-194_star,waɾiwaðɐpɛ,waɾiwaðɐpɛ,w a ɾ i w a ð ɐ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,w a r i w a 8 a p E,8 E a i p r w
1243,Werekena-Chacon-2019-220-194_star-1,,Werekena,Chacon-2019-220-194_star,wiminaɽi,wiminaɽi,w i m i n a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,w i m i n a r i,a i m n r w
1244,Ehe-Chacon-2019-220-64_fall-1,,Ehe,Chacon-2019-220-64_fall,hiwakaita ~,hiwakaita,h i w a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w a k a i t a,a h i k t w
1245,Name-Chacon-2019-220-64_fall-1,,Name,Chacon-2019-220-64_fall,hiwaketi,hiwaketi,h i w a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w a k e t i,a e h i k t w
1246,Oho-Chacon-2019-220-64_fall-1,,Oho,Chacon-2019-220-64_fall,hiwaketi,hiwaketi,h i w a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w a k e t i,a e h i k t w
1247,Aha-Chacon-2019-220-64_fall-1,,Aha,Chacon-2019-220-64_fall,iwakada,iwakada,i w a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i w a k a d a,a d i k w
1248,Werekena-Chacon-2019-220-64_fall-1,,Werekena,Chacon-2019-220-64_fall,juɽuahɐ̃,juɽuahɐ̃,j u ɽ u a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y u r u a h a*,a a* h r u y
1249,Hohoodene-Chacon-2019-220-64_fall-1,,Hohoodene,Chacon-2019-220-64_fall,kʰewakawa,kʰewakawa,kʰ e w a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,kh~ e w a k a w a,a e k kh~ w
1250,Mauliene-Chacon-2019-220-64_fall-1,,Mauliene,Chacon-2019-220-64_fall,kiwakawa,kiwakawa,k i w a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k i w a k a w a,a i k w
1251,Tariana-Chacon-2019-220-64_fall-1,,Tariana,Chacon-2019-220-64_fall,mehuanãtsinaɾukunãnipɛ,mehuanãtsinaɾukunãnipɛ,m e h u a n ã ts i n a ɾ u k u n ã n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,m e h u a n a* ts i n a r u k u n a* n i p E,E a a* e h i k m n p r ts u
1252,Moliwene-Chacon-2019-220-64_fall-1,,Moliwene,Chacon-2019-220-64_fall,ɽ̥ʰiwakawa,ɽ̥ʰiwakawa,ɽʰ i w a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,rh~ i w a k a w a,a i k rh~ w
1253,Kumadene2-Chacon-2019-220-64_fall-1,,Kumadene2,Chacon-2019-220-64_fall,ʂiwakawa,ʂiwakawa,ʂ i w a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,S i w a k a w a,S a i k w
1254,Moliwene-Chacon-2019-220-99_head-1,,Moliwene,Chacon-2019-220-99_head,hiwida,hiwida,h i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i w i d a,a d h i w
